decaimiento (us);evento;evento restado
40007;1707971419;12949
40005;1707971420;12950
40005;1707971421;12951
40006;1707971422;12952
40003;1707971423;12953
40010;1707971424;12954
40008;1707971425;12955
40004;1707971426;12956
40005;1707971427;12957
40003;1707971428;12958
40009;1707971429;12959
40004;1707971430;12960
40004;1707971431;12961
40004;1707971432;12962
40003;1707971433;12963
40002;1707971434;12964
40001;1707971435;12965
40004;1707971436;12966
40004;1707971437;12967
40003;1707971438;12968
40005;1707971439;12969
40003;1707971440;12970
40002;1707971441;12971
40004;1707971442;12972
40003;1707971443;12973
40003;1707971444;12974
40002;1707971445;12975
40004;1707971446;12976
40005;1707971447;12977
40003;1707971448;12978
40005;1707971449;12979
40004;1707971450;12980
40005;1707971451;12981
40003;1707971452;12982
40003;1707971453;12983
40003;1707971454;12984
40007;1707971455;12985
40006;1707971456;12986
40010;1707971457;12987
40005;1707971458;12988
40006;1707971459;12989
40004;1707971460;12990
40006;1707971461;12991
40003;1707971462;12992
40004;1707971463;12993
40003;1707971464;12994
3240;1707971465;12995
40005;1707971465;12995
40002;1707971466;12996
40006;1707971467;12997
40006;1707971468;12998
40007;1707971469;12999
40003;1707971470;13000
40003;1707971471;13001
40001;1707971472;13002
40005;1707971473;13003
40004;1707971474;13004
40004;1707971475;13005
40002;1707971476;13006
40003;1707971477;13007
40004;1707971478;13008
40003;1707971479;13009
40007;1707971480;13010
40006;1707971481;13011
40005;1707971482;13012
40005;1707971483;13013
40004;1707971484;13014
40005;1707971485;13015
40000;1707971486;13016
40005;1707971487;13017
40004;1707971488;13018
40006;1707971489;13019
40002;1707971490;13020
40001;1707971491;13021
40005;1707971492;13022
40000;1707971494;13024
40005;1707971495;13025
40006;1707971496;13026
40004;1707971497;13027
40002;1707971498;13028
5400;1707971498;13028
40004;1707971499;13029
40000;1707971500;13030
40007;1707971501;13031
40006;1707971502;13032
40004;1707971503;13033
40006;1707971504;13034
40005;1707971505;13035
40001;1707971506;13036
40009;1707971507;13037
40007;1707971508;13038
40004;1707971509;13039
40007;1707971510;13040
40004;1707971511;13041
40000;1707971512;13042
40004;1707971513;13043
40006;1707971514;13044
40008;1707971515;13045
40004;1707971516;13046
40003;1707971517;13047
40005;1707971518;13048
40004;1707971519;13049
40005;1707971520;13050
40005;1707971521;13051
40006;1707971522;13052
40005;1707971523;13053
40005;1707971524;13054
40003;1707971525;13055
40003;1707971526;13056
40006;1707971527;13057
40006;1707971528;13058
40007;1707971529;13059
40002;1707971530;13060
40004;1707971531;13061
40004;1707971532;13062
40006;1707971533;13063
40002;1707971534;13064
40009;1707971535;13065
40000;1707971536;13066
40002;1707971537;13067
40007;1707971538;13068
40006;1707971539;13069
40004;1707971540;13070
40007;1707971541;13071
40005;1707971542;13072
40008;1707971543;13073
1740;1707971543;13073
40003;1707971544;13074
40005;1707971545;13075
1440;1707971545;13075
40005;1707971546;13076
40004;1707971547;13077
40004;1707971548;13078
40001;1707971549;13079
40006;1707971550;13080
40004;1707971551;13081
40002;1707971552;13082
40005;1707971553;13083
40005;1707971554;13084
40004;1707971555;13085
40001;1707971556;13086
40007;1707971557;13087
40001;1707971558;13088
40004;1707971559;13089
40007;1707971560;13090
40005;1707971561;13091
40004;1707971562;13092
40006;1707971563;13093
40005;1707971564;13094
40004;1707971565;13095
40004;1707971566;13096
40005;1707971567;13097
40003;1707971568;13098
40002;1707971569;13099
40003;1707971570;13100
40004;1707971571;13101
40005;1707971572;13102
40003;1707971573;13103
40005;1707971574;13104
40005;1707971575;13105
40004;1707971576;13106
40006;1707971577;13107
40002;1707971578;13108
40004;1707971579;13109
40005;1707971580;13110
40006;1707971581;13111
40005;1707971582;13112
40001;1707971583;13113
40000;1707971584;13114
40007;1707971585;13115
40001;1707971586;13116
40005;1707971587;13117
40004;1707971588;13118
40001;1707971589;13119
40004;1707971590;13120
40006;1707971591;13121
40006;1707971592;13122
40001;1707971593;13123
40003;1707971594;13124
40005;1707971595;13125
40004;1707971596;13126
40008;1707971597;13127
40003;1707971598;13128
40006;1707971599;13129
40003;1707971600;13130
40003;1707971601;13131
40007;1707971602;13132
420;1707971602;13132
40002;1707971603;13133
40002;1707971604;13134
40002;1707971605;13135
40004;1707971606;13136
40005;1707971607;13137
40002;1707971608;13138
40003;1707971609;13139
40004;1707971610;13140
40001;1707971611;13141
40003;1707971612;13142
40002;1707971613;13143
40003;1707971614;13144
40003;1707971615;13145
40007;1707971616;13146
40006;1707971617;13147
40002;1707971618;13148
40004;1707971619;13149
40006;1707971620;13150
40003;1707971621;13151
40005;1707971622;13152
40004;1707971623;13153
40008;1707971624;13154
40003;1707971625;13155
40006;1707971626;13156
40004;1707971627;13157
40003;1707971628;13158
40005;1707971629;13159
40002;1707971630;13160
40002;1707971631;13161
40004;1707971632;13162
40002;1707971633;13163
40004;1707971634;13164
40004;1707971635;13165
40004;1707971636;13166
40003;1707971637;13167
40004;1707971638;13168
40004;1707971639;13169
40004;1707971640;13170
40005;1707971641;13171
40006;1707971642;13172
40005;1707971643;13173
40011;1707971644;13174
40004;1707971645;13175
40008;1707971646;13176
40002;1707971647;13177
40004;1707971648;13178
40004;1707971649;13179
40007;1707971650;13180
40003;1707971651;13181
40002;1707971652;13182
40008;1707971653;13183
40004;1707971654;13184
40005;1707971655;13185
40005;1707971656;13186
40004;1707971657;13187
40005;1707971658;13188
40006;1707971659;13189
40004;1707971660;13190
40005;1707971661;13191
40005;1707971662;13192
40002;1707971663;13193
40004;1707971664;13194
40007;1707971665;13195
40005;1707971666;13196
40007;1707971667;13197
40005;1707971668;13198
40002;1707971669;13199
40005;1707971670;13200
40005;1707971671;13201
880;1707971672;13202
40003;1707971672;13202
40005;1707971673;13203
40005;1707971674;13204
40008;1707971675;13205
40003;1707971676;13206
40005;1707971677;13207
40004;1707971678;13208
40004;1707971679;13209
40004;1707971680;13210
40006;1707971681;13211
40007;1707971682;13212
40008;1707971683;13213
40005;1707971684;13214
40007;1707971685;13215
40005;1707971686;13216
40003;1707971687;13217
40009;1707971688;13218
40002;1707971689;13219
40008;1707971690;13220
40007;1707971691;13221
40005;1707971692;13222
40002;1707971693;13223
40001;1707971694;13224
40005;1707971695;13225
40001;1707971696;13226
40007;1707971697;13227
40004;1707971698;13228
40003;1707971699;13229
40007;1707971700;13230
40003;1707971701;13231
40004;1707971702;13232
40007;1707971703;13233
40004;1707971704;13234
40006;1707971705;13235
40006;1707971706;13236
40007;1707971707;13237
40006;1707971708;13238
40005;1707971709;13239
1120;1707971710;13240
40005;1707971710;13240
40001;1707971711;13241
40004;1707971712;13242
40002;1707971713;13243
40005;1707971714;13244
40004;1707971715;13245
40002;1707971716;13246
40003;1707971717;13247
40004;1707971718;13248
40009;1707971719;13249
40004;1707971720;13250
40005;1707971721;13251
40003;1707971722;13252
40005;1707971723;13253
40001;1707971724;13254
40003;1707971725;13255
40006;1707971726;13256
40005;1707971727;13257
40003;1707971728;13258
40007;1707971729;13259
40005;1707971730;13260
40003;1707971731;13261
40003;1707971732;13262
40006;1707971733;13263
40002;1707971734;13264
40005;1707971735;13265
40002;1707971736;13266
40004;1707971737;13267
40002;1707971738;13268
40004;1707971739;13269
40002;1707971740;13270
40003;1707971741;13271
40005;1707971742;13272
40008;1707971743;13273
40006;1707971744;13274
40003;1707971745;13275
40004;1707971746;13276
40004;1707971747;13277
40003;1707971748;13278
40006;1707971749;13279
40007;1707971750;13280
40004;1707971751;13281
40006;1707971752;13282
40005;1707971753;13283
40006;1707971754;13284
40004;1707971755;13285
40003;1707971756;13286
40006;1707971757;13287
40005;1707971758;13288
40001;1707971759;13289
40007;1707971760;13290
40004;1707971761;13291
40005;1707971762;13292
40007;1707971763;13293
40006;1707971764;13294
40002;1707971765;13295
40005;1707971766;13296
40005;1707971767;13297
40011;1707971768;13298
40007;1707971769;13299
40000;1707971770;13300
40003;1707971771;13301
40003;1707971772;13302
40004;1707971773;13303
40004;1707971774;13304
40002;1707971775;13305
40006;1707971776;13306
40007;1707971777;13307
40007;1707971778;13308
40004;1707971779;13309
40007;1707971780;13310
40003;1707971781;13311
40005;1707971782;13312
40002;1707971783;13313
40005;1707971784;13314
40002;1707971785;13315
40001;1707971786;13316
40008;1707971787;13317
40002;1707971788;13318
40006;1707971789;13319
40005;1707971790;13320
1420;1707971791;13321
40005;1707971791;13321
40005;1707971792;13322
40000;1707971793;13323
40004;1707971794;13324
40004;1707971795;13325
40001;1707971796;13326
40002;1707971797;13327
40004;1707971798;13328
40001;1707971799;13329
40006;1707971800;13330
40003;1707971801;13331
40009;1707971802;13332
40007;1707971803;13333
40002;1707971804;13334
40007;1707971805;13335
40003;1707971806;13336
40009;1707971807;13337
40008;1707971808;13338
40003;1707971809;13339
40001;1707971810;13340
40005;1707971811;13341
40005;1707971812;13342
40004;1707971813;13343
40007;1707971814;13344
40002;1707971815;13345
40004;1707971816;13346
40003;1707971817;13347
40002;1707971818;13348
40005;1707971819;13349
40005;1707971820;13350
40002;1707971821;13351
40006;1707971822;13352
40004;1707971823;13353
40003;1707971824;13354
40006;1707971825;13355
40001;1707971826;13356
40001;1707971827;13357
40003;1707971828;13358
40003;1707971829;13359
40002;1707971830;13360
40006;1707971831;13361
40003;1707971832;13362
40004;1707971833;13363
40003;1707971834;13364
40002;1707971835;13365
40002;1707971836;13366
40004;1707971837;13367
40004;1707971838;13368
40003;1707971839;13369
40006;1707971840;13370
40005;1707971841;13371
40004;1707971842;13372
40003;1707971843;13373
40007;1707971844;13374
40003;1707971845;13375
40008;1707971846;13376
40002;1707971847;13377
40008;1707971848;13378
40005;1707971849;13379
40004;1707971850;13380
40002;1707971851;13381
40005;1707971852;13382
40003;1707971853;13383
40005;1707971854;13384
40003;1707971855;13385
40007;1707971856;13386
40005;1707971857;13387
40004;1707971858;13388
40004;1707971859;13389
40005;1707971860;13390
40005;1707971861;13391
40003;1707971862;13392
40010;1707971863;13393
40004;1707971864;13394
40006;1707971865;13395
40005;1707971866;13396
1140;1707971867;13397
40004;1707971867;13397
40005;1707971868;13398
40004;1707971869;13399
40001;1707971870;13400
40004;1707971871;13401
40003;1707971872;13402
40001;1707971873;13403
40002;1707971874;13404
40009;1707971875;13405
40006;1707971876;13406
4320;1707971877;13407
40002;1707971877;13407
40006;1707971878;13408
40005;1707971879;13409
40008;1707971880;13410
40004;1707971881;13411
40006;1707971882;13412
40002;1707971883;13413
40004;1707971884;13414
40005;1707971885;13415
40005;1707971886;13416
40005;1707971887;13417
40007;1707971888;13418
40003;1707971889;13419
40005;1707971890;13420
40003;1707971891;13421
40007;1707971892;13422
40005;1707971893;13423
40001;1707971894;13424
40004;1707971895;13425
40001;1707971896;13426
40003;1707971897;13427
40001;1707971898;13428
40003;1707971899;13429
920;1707971900;13430
40005;1707971900;13430
40005;1707971901;13431
40008;1707971903;13433
40007;1707971904;13434
40009;1707971905;13435
40002;1707971906;13436
40007;1707971907;13437
40002;1707971908;13438
40004;1707971909;13439
40008;1707971910;13440
40006;1707971911;13441
40002;1707971912;13442
40002;1707971913;13443
40003;1707971914;13444
40002;1707971915;13445
40002;1707971916;13446
40004;1707971917;13447
40007;1707971918;13448
40006;1707971919;13449
40003;1707971920;13450
40003;1707971921;13451
40005;1707971922;13452
40004;1707971923;13453
40007;1707971924;13454
40004;1707971925;13455
40006;1707971926;13456
40004;1707971927;13457
40001;1707971928;13458
40002;1707971929;13459
40004;1707971930;13460
40003;1707971931;13461
2680;1707971931;13461
40007;1707971932;13462
40002;1707971933;13463
40006;1707971934;13464
40002;1707971935;13465
40005;1707971936;13466
40007;1707971937;13467
40006;1707971938;13468
40002;1707971939;13469
40007;1707971940;13470
40002;1707971941;13471
40004;1707971942;13472
40004;1707971943;13473
40004;1707971944;13474
400;1707971944;13474
40004;1707971945;13475
40006;1707971946;13476
40003;1707971947;13477
40004;1707971948;13478
40006;1707971949;13479
40002;1707971950;13480
40006;1707971951;13481
40005;1707971952;13482
40005;1707971953;13483
40006;1707971954;13484
40005;1707971955;13485
40003;1707971956;13486
40006;1707971957;13487
40007;1707971958;13488
40006;1707971959;13489
40004;1707971960;13490
40003;1707971961;13491
40009;1707971962;13492
40007;1707971963;13493
40005;1707971964;13494
40004;1707971965;13495
40005;1707971966;13496
40002;1707971967;13497
40003;1707971968;13498
40004;1707971969;13499
40002;1707971970;13500
40005;1707971971;13501
40004;1707971972;13502
40003;1707971973;13503
40006;1707971974;13504
40004;1707971975;13505
40001;1707971976;13506
40007;1707971977;13507
40001;1707971978;13508
40006;1707971979;13509
40004;1707971980;13510
40005;1707971981;13511
40003;1707971982;13512
40000;1707971983;13513
40004;1707971984;13514
40004;1707971985;13515
40002;1707971986;13516
40006;1707971987;13517
40009;1707971988;13518
40006;1707971989;13519
40006;1707971990;13520
40006;1707971991;13521
40002;1707971992;13522
40004;1707971993;13523
40003;1707971994;13524
40002;1707971995;13525
40003;1707971996;13526
40003;1707971997;13527
40008;1707971998;13528
40011;1707971999;13529
40008;1707972000;13530
40005;1707972001;13531
40006;1707972002;13532
7540;1707972002;13532
40004;1707972003;13533
40003;1707972004;13534
40003;1707972005;13535
40005;1707972006;13536
40004;1707972007;13537
40003;1707972008;13538
40010;1707972009;13539
40006;1707972010;13540
40009;1707972011;13541
40002;1707972012;13542
40004;1707972013;13543
40002;1707972014;13544
40004;1707972015;13545
40007;1707972016;13546
40004;1707972017;13547
40005;1707972018;13548
40005;1707972019;13549
40002;1707972020;13550
40001;1707972021;13551
40004;1707972022;13552
40002;1707972023;13553
40003;1707972024;13554
40005;1707972025;13555
40000;1707972026;13556
40003;1707972027;13557
40010;1707972028;13558
40003;1707972029;13559
40010;1707972030;13560
40002;1707972031;13561
40010;1707972032;13562
40004;1707972033;13563
40006;1707972034;13564
40006;1707972035;13565
40002;1707972036;13566
40001;1707972037;13567
40001;1707972038;13568
40004;1707972039;13569
40005;1707972040;13570
40003;1707972041;13571
40006;1707972042;13572
40006;1707972043;13573
40005;1707972044;13574
40006;1707972045;13575
40007;1707972046;13576
40009;1707972047;13577
40004;1707972048;13578
4480;1707972049;13579
40005;1707972049;13579
40004;1707972050;13580
40006;1707972051;13581
40006;1707972052;13582
40001;1707972053;13583
40005;1707972054;13584
40006;1707972055;13585
40003;1707972056;13586
40003;1707972057;13587
40004;1707972058;13588
40004;1707972059;13589
40007;1707972060;13590
40004;1707972061;13591
40003;1707972062;13592
40002;1707972063;13593
40005;1707972064;13594
40004;1707972065;13595
40004;1707972066;13596
40006;1707972067;13597
40005;1707972068;13598
40006;1707972069;13599
40006;1707972070;13600
40007;1707972071;13601
40004;1707972072;13602
40004;1707972073;13603
40006;1707972074;13604
40008;1707972075;13605
40006;1707972076;13606
40006;1707972077;13607
40007;1707972078;13608
40004;1707972079;13609
40003;1707972080;13610
40002;1707972081;13611
40002;1707972082;13612
40001;1707972083;13613
40009;1707972084;13614
40008;1707972085;13615
40005;1707972086;13616
40007;1707972087;13617
40007;1707972088;13618
40005;1707972089;13619
40004;1707972090;13620
40006;1707972091;13621
40004;1707972092;13622
40005;1707972093;13623
40003;1707972094;13624
40007;1707972095;13625
40005;1707972096;13626
40007;1707972097;13627
40004;1707972098;13628
40007;1707972099;13629
40007;1707972100;13630
40003;1707972101;13631
40001;1707972102;13632
40003;1707972103;13633
40005;1707972104;13634
40002;1707972105;13635
40003;1707972106;13636
40007;1707972107;13637
40004;1707972108;13638
40006;1707972109;13639
40005;1707972110;13640
40006;1707972111;13641
40007;1707972112;13642
40003;1707972113;13643
40003;1707972114;13644
40003;1707972115;13645
40004;1707972116;13646
40007;1707972117;13647
40005;1707972118;13648
40003;1707972119;13649
40003;1707972120;13650
40006;1707972121;13651
40003;1707972122;13652
40002;1707972123;13653
40003;1707972124;13654
40007;1707972125;13655
40003;1707972126;13656
40004;1707972127;13657
40005;1707972128;13658
40004;1707972129;13659
40002;1707972130;13660
40007;1707972131;13661
40007;1707972132;13662
4260;1707972133;13663
40002;1707972133;13663
40001;1707972134;13664
40010;1707972135;13665
40005;1707972136;13666
40007;1707972137;13667
40002;1707972138;13668
40004;1707972139;13669
40005;1707972140;13670
40008;1707972141;13671
1380;1707972142;13672
40005;1707972142;13672
40001;1707972143;13673
40002;1707972144;13674
40007;1707972145;13675
40002;1707972146;13676
40004;1707972147;13677
40001;1707972148;13678
40002;1707972149;13679
40002;1707972150;13680
40004;1707972151;13681
40007;1707972152;13682
40007;1707972153;13683
40006;1707972154;13684
40009;1707972155;13685
40002;1707972156;13686
40002;1707972157;13687
40005;1707972158;13688
40005;1707972159;13689
40004;1707972160;13690
40001;1707972161;13691
40006;1707972162;13692
40003;1707972163;13693
40004;1707972164;13694
40005;1707972165;13695
40004;1707972166;13696
40008;1707972167;13697
40004;1707972168;13698
40007;1707972169;13699
40004;1707972170;13700
40003;1707972171;13701
40003;1707972172;13702
40002;1707972173;13703
40004;1707972174;13704
40004;1707972175;13705
40006;1707972176;13706
40004;1707972177;13707
40004;1707972178;13708
40003;1707972179;13709
40003;1707972180;13710
40011;1707972181;13711
40005;1707972182;13712
40013;1707972183;13713
40003;1707972184;13714
40001;1707972185;13715
40006;1707972186;13716
40005;1707972187;13717
40005;1707972188;13718
40004;1707972189;13719
40004;1707972190;13720
40005;1707972191;13721
40003;1707972192;13722
40007;1707972193;13723
40001;1707972194;13724
40001;1707972195;13725
40004;1707972196;13726
40004;1707972197;13727
40005;1707972198;13728
40005;1707972199;13729
40008;1707972200;13730
40002;1707972201;13731
40001;1707972202;13732
40006;1707972203;13733
40006;1707972204;13734
40008;1707972205;13735
5660;1707972205;13735
40005;1707972206;13736
40005;1707972207;13737
40005;1707972208;13738
40007;1707972209;13739
40003;1707972210;13740
40006;1707972211;13741
40009;1707972212;13742
40003;1707972213;13743
40001;1707972214;13744
40007;1707972215;13745
40003;1707972216;13746
40004;1707972217;13747
40005;1707972218;13748
40007;1707972219;13749
40002;1707972220;13750
40007;1707972221;13751
40009;1707972222;13752
40003;1707972223;13753
40004;1707972224;13754
40005;1707972225;13755
40005;1707972226;13756
40002;1707972227;13757
40005;1707972228;13758
40005;1707972229;13759
40002;1707972230;13760
40004;1707972231;13761
40003;1707972232;13762
40003;1707972233;13763
40004;1707972234;13764
40003;1707972235;13765
40009;1707972236;13766
40003;1707972237;13767
40003;1707972238;13768
40002;1707972239;13769
40002;1707972240;13770
40005;1707972241;13771
860;1707972241;13771
40004;1707972242;13772
40004;1707972243;13773
40010;1707972244;13774
40002;1707972245;13775
40002;1707972246;13776
40006;1707972247;13777
40004;1707972248;13778
40002;1707972249;13779
40003;1707972250;13780
40007;1707972251;13781
40002;1707972252;13782
40003;1707972253;13783
40006;1707972254;13784
40002;1707972255;13785
40006;1707972256;13786
40003;1707972257;13787
40005;1707972258;13788
40006;1707972259;13789
40006;1707972260;13790
40006;1707972261;13791
40002;1707972262;13792
40006;1707972263;13793
40002;1707972264;13794
40003;1707972265;13795
40003;1707972266;13796
40005;1707972267;13797
40002;1707972268;13798
40003;1707972269;13799
40004;1707972270;13800
40005;1707972271;13801
40010;1707972272;13802
40008;1707972273;13803
40005;1707972274;13804
40004;1707972275;13805
40003;1707972276;13806
40006;1707972277;13807
40001;1707972278;13808
40003;1707972279;13809
40003;1707972280;13810
40003;1707972281;13811
40001;1707972282;13812
40004;1707972283;13813
40004;1707972284;13814
40004;1707972285;13815
40005;1707972286;13816
40005;1707972287;13817
40005;1707972288;13818
40002;1707972289;13819
40009;1707972290;13820
40003;1707972291;13821
40007;1707972292;13822
40005;1707972293;13823
40006;1707972294;13824
40002;1707972295;13825
40005;1707972296;13826
40005;1707972297;13827
40005;1707972298;13828
40007;1707972299;13829
40004;1707972300;13830
40001;1707972301;13831
40003;1707972302;13832
40003;1707972303;13833
40005;1707972305;13835
40006;1707972306;13836
40007;1707972307;13837
40003;1707972308;13838
40005;1707972309;13839
40003;1707972310;13840
40001;1707972311;13841
2040;1707972311;13841
40008;1707972312;13842
40005;1707972313;13843
40003;1707972314;13844
8000;1707972314;13844
40002;1707972315;13845
40004;1707972316;13846
40007;1707972317;13847
40004;1707972318;13848
40006;1707972319;13849
40002;1707972320;13850
40003;1707972321;13851
40003;1707972322;13852
40004;1707972323;13853
40004;1707972324;13854
40001;1707972325;13855
40004;1707972326;13856
40001;1707972327;13857
40006;1707972328;13858
40008;1707972329;13859
40001;1707972330;13860
40003;1707972331;13861
40005;1707972332;13862
40007;1707972333;13863
40005;1707972334;13864
40006;1707972335;13865
40001;1707972336;13866
40006;1707972337;13867
40004;1707972338;13868
40004;1707972339;13869
40005;1707972340;13870
40005;1707972341;13871
40004;1707972342;13872
40002;1707972343;13873
40005;1707972344;13874
40001;1707972345;13875
40001;1707972346;13876
40005;1707972347;13877
40005;1707972348;13878
40004;1707972349;13879
40004;1707972350;13880
40007;1707972351;13881
40005;1707972352;13882
40004;1707972353;13883
40008;1707972354;13884
40006;1707972355;13885
40004;1707972356;13886
40004;1707972357;13887
40004;1707972358;13888
40001;1707972359;13889
40004;1707972360;13890
40006;1707972361;13891
40004;1707972362;13892
40006;1707972363;13893
40006;1707972364;13894
40008;1707972365;13895
40007;1707972366;13896
40007;1707972367;13897
40003;1707972368;13898
40005;1707972369;13899
40006;1707972370;13900
40004;1707972371;13901
40007;1707972372;13902
40003;1707972373;13903
40005;1707972374;13904
40000;1707972375;13905
40004;1707972376;13906
40006;1707972377;13907
40010;1707972378;13908
40006;1707972379;13909
40002;1707972380;13910
40003;1707972381;13911
40004;1707972382;13912
40002;1707972383;13913
40006;1707972384;13914
40004;1707972385;13915
40006;1707972386;13916
40004;1707972387;13917
40006;1707972388;13918
40005;1707972389;13919
40002;1707972390;13920
880;1707972390;13920
40003;1707972391;13921
40003;1707972392;13922
40005;1707972393;13923
40005;1707972394;13924
40002;1707972395;13925
40004;1707972396;13926
40003;1707972397;13927
40001;1707972398;13928
40002;1707972399;13929
40008;1707972400;13930
40004;1707972401;13931
600;1707972401;13931
40007;1707972402;13932
40002;1707972403;13933
40005;1707972404;13934
40004;1707972405;13935
40002;1707972406;13936
40007;1707972407;13937
40005;1707972408;13938
40005;1707972409;13939
40003;1707972410;13940
40003;1707972411;13941
40008;1707972412;13942
40005;1707972413;13943
40007;1707972414;13944
40004;1707972415;13945
40002;1707972416;13946
40009;1707972417;13947
40006;1707972418;13948
40000;1707972419;13949
40004;1707972420;13950
40003;1707972421;13951
40011;1707972422;13952
40006;1707972423;13953
40000;1707972424;13954
40005;1707972425;13955
40004;1707972426;13956
40006;1707972427;13957
40001;1707972428;13958
40003;1707972429;13959
40003;1707972430;13960
40005;1707972431;13961
40003;1707972432;13962
40008;1707972433;13963
40003;1707972434;13964
40003;1707972435;13965
40003;1707972436;13966
40005;1707972437;13967
40003;1707972438;13968
40003;1707972439;13969
40006;1707972440;13970
40004;1707972441;13971
40007;1707972442;13972
40009;1707972443;13973
40004;1707972444;13974
40005;1707972445;13975
40007;1707972446;13976
40001;1707972447;13977
40003;1707972448;13978
40004;1707972449;13979
40005;1707972450;13980
40007;1707972451;13981
40006;1707972452;13982
40003;1707972453;13983
40006;1707972454;13984
40003;1707972455;13985
40005;1707972456;13986
40007;1707972457;13987
40006;1707972458;13988
40006;1707972459;13989
40003;1707972460;13990
40000;1707972461;13991
40008;1707972462;13992
40013;1707972463;13993
40004;1707972464;13994
40004;1707972465;13995
40003;1707972466;13996
40005;1707972467;13997
40003;1707972468;13998
40001;1707972469;13999
40004;1707972470;14000
40004;1707972471;14001
40002;1707972472;14002
40003;1707972473;14003
40004;1707972474;14004
40006;1707972475;14005
40006;1707972476;14006
40004;1707972477;14007
40003;1707972478;14008
40003;1707972479;14009
40003;1707972480;14010
40007;1707972481;14011
40007;1707972482;14012
40001;1707972483;14013
40001;1707972484;14014
40006;1707972485;14015
40005;1707972486;14016
40004;1707972487;14017
40004;1707972488;14018
40006;1707972489;14019
40007;1707972490;14020
40008;1707972491;14021
40003;1707972492;14022
40004;1707972493;14023
40002;1707972494;14024
40004;1707972495;14025
40004;1707972496;14026
40002;1707972497;14027
40005;1707972498;14028
40001;1707972499;14029
40000;1707972500;14030
40002;1707972501;14031
40003;1707972502;14032
40005;1707972503;14033
40008;1707972504;14034
40007;1707972505;14035
40004;1707972506;14036
40008;1707972507;14037
40006;1707972508;14038
40005;1707972509;14039
40002;1707972510;14040
40004;1707972511;14041
40007;1707972512;14042
40005;1707972513;14043
40004;1707972514;14044
40007;1707972515;14045
40006;1707972516;14046
40004;1707972517;14047
40009;1707972518;14048
40007;1707972519;14049
40004;1707972520;14050
40004;1707972521;14051
40006;1707972522;14052
40004;1707972523;14053
40004;1707972524;14054
40007;1707972525;14055
40001;1707972526;14056
40005;1707972527;14057
40003;1707972528;14058
40004;1707972529;14059
40000;1707972530;14060
40005;1707972531;14061
40001;1707972532;14062
40003;1707972533;14063
40000;1707972534;14064
40004;1707972535;14065
40008;1707972536;14066
40007;1707972537;14067
40006;1707972538;14068
40005;1707972539;14069
40001;1707972540;14070
40004;1707972541;14071
40005;1707972542;14072
40005;1707972543;14073
40002;1707972544;14074
40005;1707972545;14075
40005;1707972546;14076
40007;1707972547;14077
40004;1707972548;14078
40002;1707972549;14079
40003;1707972550;14080
40005;1707972551;14081
40006;1707972552;14082
40006;1707972553;14083
40004;1707972554;14084
40007;1707972555;14085
40004;1707972556;14086
40001;1707972557;14087
40001;1707972558;14088
40006;1707972559;14089
6800;1707972559;14089
40005;1707972560;14090
40008;1707972561;14091
40001;1707972562;14092
40002;1707972563;14093
40005;1707972564;14094
40004;1707972565;14095
40005;1707972566;14096
40006;1707972567;14097
40002;1707972568;14098
40004;1707972569;14099
40002;1707972570;14100
40004;1707972571;14101
40006;1707972572;14102
40004;1707972573;14103
40002;1707972574;14104
40004;1707972575;14105
40002;1707972576;14106
40002;1707972577;14107
40003;1707972578;14108
40006;1707972579;14109
40007;1707972580;14110
40004;1707972581;14111
40002;1707972582;14112
40003;1707972583;14113
40003;1707972584;14114
40007;1707972585;14115
40002;1707972586;14116
40005;1707972587;14117
40002;1707972588;14118
40005;1707972589;14119
40005;1707972590;14120
40002;1707972591;14121
40007;1707972592;14122
40005;1707972593;14123
460;1707972594;14124
40006;1707972594;14124
40006;1707972595;14125
40002;1707972596;14126
40005;1707972597;14127
40002;1707972598;14128
40004;1707972599;14129
40006;1707972600;14130
40004;1707972601;14131
40002;1707972602;14132
40004;1707972603;14133
40003;1707972604;14134
40004;1707972605;14135
40007;1707972606;14136
40009;1707972607;14137
40008;1707972608;14138
40003;1707972609;14139
40003;1707972610;14140
40004;1707972611;14141
40002;1707972612;14142
40004;1707972613;14143
40006;1707972614;14144
40005;1707972615;14145
40003;1707972616;14146
40001;1707972617;14147
40006;1707972618;14148
40007;1707972619;14149
40001;1707972620;14150
40007;1707972621;14151
40003;1707972622;14152
40005;1707972623;14153
40007;1707972624;14154
40005;1707972625;14155
40003;1707972626;14156
40003;1707972627;14157
40004;1707972628;14158
40005;1707972629;14159
40009;1707972630;14160
40001;1707972631;14161
40008;1707972632;14162
40007;1707972633;14163
40007;1707972634;14164
40006;1707972635;14165
40005;1707972636;14166
40002;1707972637;14167
40001;1707972638;14168
40006;1707972639;14169
40003;1707972640;14170
40006;1707972641;14171
40008;1707972642;14172
40004;1707972643;14173
40002;1707972644;14174
40003;1707972645;14175
40004;1707972646;14176
40003;1707972647;14177
40006;1707972648;14178
40006;1707972649;14179
40006;1707972650;14180
40004;1707972651;14181
40004;1707972652;14182
40003;1707972653;14183
40008;1707972654;14184
40004;1707972655;14185
40005;1707972656;14186
40004;1707972657;14187
40003;1707972658;14188
40004;1707972659;14189
40005;1707972660;14190
40005;1707972661;14191
40004;1707972662;14192
40004;1707972663;14193
40002;1707972664;14194
40007;1707972665;14195
40007;1707972666;14196
40008;1707972667;14197
40002;1707972668;14198
