decaimiento (us);evento;evento restado
40006;1707991731;33261
40002;1707991732;33262
40002;1707991733;33263
40007;1707991734;33264
40003;1707991735;33265
40007;1707991736;33266
40003;1707991737;33267
40006;1707991738;33268
40005;1707991739;33269
40006;1707991740;33270
40003;1707991741;33271
40005;1707991742;33272
40008;1707991743;33273
40004;1707991744;33274
40006;1707991745;33275
40004;1707991746;33276
40002;1707991747;33277
40005;1707991748;33278
40006;1707991749;33279
40010;1707991750;33280
40008;1707991751;33281
40005;1707991752;33282
40004;1707991753;33283
40003;1707991754;33284
40005;1707991755;33285
40004;1707991756;33286
40006;1707991757;33287
40006;1707991758;33288
40003;1707991759;33289
40002;1707991760;33290
40009;1707991761;33291
40009;1707991762;33292
40006;1707991763;33293
40004;1707991764;33294
40003;1707991765;33295
40001;1707991766;33296
40003;1707991767;33297
40003;1707991768;33298
40004;1707991769;33299
40002;1707991770;33300
40002;1707991771;33301
40006;1707991772;33302
40008;1707991773;33303
40009;1707991774;33304
40009;1707991775;33305
40005;1707991776;33306
40003;1707991777;33307
40004;1707991778;33308
40007;1707991779;33309
40004;1707991780;33310
40007;1707991781;33311
40006;1707991782;33312
40002;1707991783;33313
40004;1707991784;33314
40005;1707991785;33315
5940;1707991786;33316
40006;1707991786;33316
40003;1707991787;33317
40004;1707991788;33318
40001;1707991789;33319
40004;1707991790;33320
40004;1707991791;33321
40005;1707991792;33322
1040;1707991793;33323
40003;1707991793;33323
40005;1707991795;33325
40004;1707991796;33326
40003;1707991797;33327
40004;1707991798;33328
40003;1707991799;33329
40004;1707991800;33330
40005;1707991801;33331
40006;1707991802;33332
40000;1707991803;33333
40003;1707991804;33334
40004;1707991805;33335
40003;1707991806;33336
40005;1707991807;33337
40005;1707991808;33338
40010;1707991809;33339
40002;1707991810;33340
40004;1707991811;33341
40007;1707991812;33342
40001;1707991813;33343
40005;1707991814;33344
40003;1707991815;33345
40005;1707991816;33346
40008;1707991817;33347
40002;1707991818;33348
40002;1707991819;33349
40003;1707991820;33350
40003;1707991821;33351
40006;1707991822;33352
40007;1707991823;33353
40003;1707991824;33354
40003;1707991825;33355
40004;1707991826;33356
40001;1707991827;33357
40004;1707991828;33358
40004;1707991829;33359
40005;1707991830;33360
40008;1707991831;33361
40003;1707991832;33362
40005;1707991833;33363
40004;1707991834;33364
40005;1707991835;33365
40004;1707991836;33366
40002;1707991837;33367
40004;1707991838;33368
40008;1707991839;33369
40003;1707991840;33370
40007;1707991841;33371
40003;1707991842;33372
40005;1707991843;33373
40002;1707991844;33374
40004;1707991845;33375
40006;1707991846;33376
40006;1707991847;33377
40002;1707991848;33378
40004;1707991849;33379
40004;1707991850;33380
40002;1707991851;33381
40002;1707991852;33382
40006;1707991853;33383
40004;1707991854;33384
40005;1707991855;33385
40005;1707991856;33386
40006;1707991857;33387
40003;1707991858;33388
40002;1707991859;33389
40003;1707991860;33390
40005;1707991861;33391
40007;1707991862;33392
40002;1707991863;33393
40003;1707991864;33394
40003;1707991865;33395
40003;1707991866;33396
40005;1707991867;33397
40004;1707991868;33398
40004;1707991869;33399
40004;1707991870;33400
40002;1707991871;33401
40004;1707991872;33402
40003;1707991873;33403
40004;1707991874;33404
40005;1707991875;33405
40005;1707991876;33406
40007;1707991877;33407
40005;1707991878;33408
40009;1707991879;33409
40001;1707991880;33410
40004;1707991881;33411
40001;1707991882;33412
40003;1707991883;33413
40004;1707991884;33414
40005;1707991885;33415
40006;1707991886;33416
40005;1707991887;33417
40002;1707991888;33418
40004;1707991889;33419
40004;1707991890;33420
40004;1707991891;33421
40005;1707991892;33422
40002;1707991893;33423
40003;1707991894;33424
500;1707991894;33424
40005;1707991895;33425
40005;1707991896;33426
40002;1707991897;33427
40003;1707991898;33428
40005;1707991899;33429
40005;1707991900;33430
40005;1707991901;33431
40002;1707991902;33432
40004;1707991903;33433
40008;1707991904;33434
40006;1707991905;33435
40003;1707991906;33436
40004;1707991907;33437
40004;1707991908;33438
40002;1707991909;33439
40003;1707991910;33440
40004;1707991911;33441
40007;1707991912;33442
40003;1707991913;33443
40004;1707991914;33444
40003;1707991915;33445
40006;1707991916;33446
40006;1707991917;33447
40003;1707991918;33448
40004;1707991919;33449
40004;1707991920;33450
40004;1707991921;33451
40003;1707991922;33452
40006;1707991923;33453
40003;1707991924;33454
40004;1707991925;33455
40001;1707991926;33456
40003;1707991927;33457
40007;1707991928;33458
40001;1707991929;33459
40003;1707991930;33460
40003;1707991931;33461
40005;1707991932;33462
40002;1707991933;33463
40007;1707991934;33464
40006;1707991935;33465
40006;1707991936;33466
40003;1707991937;33467
40003;1707991938;33468
40003;1707991939;33469
40006;1707991940;33470
40002;1707991941;33471
40006;1707991942;33472
40003;1707991943;33473
40002;1707991944;33474
40001;1707991945;33475
40003;1707991946;33476
40003;1707991947;33477
40005;1707991948;33478
40006;1707991949;33479
40013;1707991950;33480
40006;1707991951;33481
40003;1707991952;33482
40005;1707991953;33483
40004;1707991954;33484
40002;1707991955;33485
40002;1707991956;33486
40010;1707991957;33487
40007;1707991958;33488
40006;1707991959;33489
40006;1707991960;33490
40006;1707991961;33491
40001;1707991962;33492
40007;1707991963;33493
40003;1707991964;33494
40004;1707991965;33495
40006;1707991966;33496
40006;1707991967;33497
40005;1707991968;33498
40009;1707991969;33499
40006;1707991970;33500
40004;1707991971;33501
40002;1707991972;33502
40004;1707991973;33503
40007;1707991974;33504
40005;1707991975;33505
40005;1707991976;33506
40003;1707991977;33507
40003;1707991978;33508
40002;1707991979;33509
40006;1707991980;33510
40004;1707991981;33511
40006;1707991982;33512
40003;1707991983;33513
40003;1707991984;33514
40007;1707991985;33515
40004;1707991986;33516
40004;1707991987;33517
40005;1707991988;33518
40003;1707991989;33519
40005;1707991990;33520
40007;1707991991;33521
40004;1707991992;33522
380;1707991993;33523
40004;1707991993;33523
40004;1707991994;33524
40002;1707991995;33525
40006;1707991996;33526
40008;1707991997;33527
40002;1707991998;33528
40002;1707991999;33529
40003;1707992000;33530
40000;1707992001;33531
40001;1707992002;33532
40004;1707992003;33533
40006;1707992004;33534
40005;1707992005;33535
40006;1707992006;33536
40006;1707992007;33537
40005;1707992008;33538
40003;1707992009;33539
40005;1707992010;33540
40004;1707992011;33541
40005;1707992012;33542
40006;1707992013;33543
40006;1707992014;33544
40006;1707992015;33545
40004;1707992016;33546
40002;1707992017;33547
40002;1707992018;33548
40005;1707992019;33549
40002;1707992020;33550
40002;1707992021;33551
40002;1707992022;33552
40006;1707992023;33553
40003;1707992024;33554
40008;1707992025;33555
40008;1707992026;33556
40005;1707992027;33557
40002;1707992028;33558
40002;1707992029;33559
40005;1707992030;33560
40002;1707992031;33561
40002;1707992032;33562
40002;1707992033;33563
40004;1707992034;33564
40004;1707992035;33565
40007;1707992036;33566
40004;1707992037;33567
40010;1707992038;33568
40004;1707992039;33569
40005;1707992040;33570
40004;1707992041;33571
40004;1707992042;33572
40000;1707992043;33573
40005;1707992044;33574
40005;1707992045;33575
40005;1707992046;33576
40006;1707992047;33577
40007;1707992048;33578
40006;1707992049;33579
40005;1707992050;33580
40009;1707992051;33581
40010;1707992052;33582
40003;1707992053;33583
40003;1707992054;33584
40007;1707992055;33585
40005;1707992056;33586
40006;1707992057;33587
40005;1707992058;33588
40007;1707992059;33589
40003;1707992060;33590
40005;1707992061;33591
40005;1707992062;33592
40003;1707992063;33593
40003;1707992064;33594
40002;1707992065;33595
40002;1707992066;33596
40005;1707992067;33597
40003;1707992068;33598
40008;1707992069;33599
40004;1707992070;33600
40006;1707992071;33601
40004;1707992072;33602
40001;1707992073;33603
40007;1707992074;33604
2100;1707992074;33604
40005;1707992075;33605
40009;1707992076;33606
40001;1707992077;33607
40005;1707992078;33608
40005;1707992079;33609
40008;1707992080;33610
40005;1707992081;33611
40003;1707992082;33612
40003;1707992083;33613
40005;1707992084;33614
40005;1707992085;33615
40003;1707992086;33616
40004;1707992087;33617
40006;1707992088;33618
40003;1707992089;33619
40006;1707992090;33620
40005;1707992091;33621
40004;1707992092;33622
40002;1707992093;33623
40003;1707992094;33624
40003;1707992095;33625
40001;1707992096;33626
40003;1707992097;33627
40003;1707992098;33628
40003;1707992099;33629
40002;1707992100;33630
40004;1707992101;33631
40005;1707992102;33632
40005;1707992103;33633
40011;1707992104;33634
40005;1707992105;33635
40002;1707992106;33636
40004;1707992107;33637
40003;1707992108;33638
40004;1707992109;33639
40004;1707992110;33640
40005;1707992111;33641
40004;1707992112;33642
40001;1707992113;33643
40001;1707992114;33644
40005;1707992115;33645
40005;1707992116;33646
40010;1707992117;33647
40004;1707992118;33648
40003;1707992119;33649
40003;1707992120;33650
40005;1707992121;33651
40003;1707992122;33652
40003;1707992123;33653
40004;1707992124;33654
40002;1707992125;33655
40003;1707992126;33656
40007;1707992127;33657
40004;1707992128;33658
40004;1707992129;33659
40005;1707992130;33660
40006;1707992131;33661
40004;1707992132;33662
40003;1707992133;33663
40002;1707992134;33664
40001;1707992135;33665
40008;1707992136;33666
40004;1707992137;33667
40005;1707992138;33668
40001;1707992139;33669
40008;1707992140;33670
40006;1707992141;33671
40002;1707992142;33672
40003;1707992143;33673
40002;1707992144;33674
40005;1707992145;33675
40006;1707992146;33676
40005;1707992147;33677
40003;1707992148;33678
40003;1707992149;33679
40004;1707992150;33680
40003;1707992151;33681
40003;1707992152;33682
40001;1707992153;33683
40005;1707992154;33684
40008;1707992155;33685
40004;1707992156;33686
40008;1707992157;33687
40005;1707992158;33688
40009;1707992159;33689
40003;1707992160;33690
40007;1707992161;33691
40002;1707992162;33692
40003;1707992163;33693
40005;1707992164;33694
40002;1707992165;33695
2900;1707992166;33696
40001;1707992166;33696
40002;1707992167;33697
40003;1707992168;33698
40007;1707992169;33699
40002;1707992170;33700
40004;1707992171;33701
40004;1707992172;33702
40007;1707992173;33703
40000;1707992174;33704
40006;1707992175;33705
40014;1707992176;33706
40010;1707992177;33707
40002;1707992178;33708
40006;1707992179;33709
40005;1707992180;33710
40003;1707992181;33711
40006;1707992182;33712
40002;1707992183;33713
40001;1707992184;33714
40003;1707992185;33715
40003;1707992186;33716
40002;1707992187;33717
40004;1707992188;33718
40005;1707992189;33719
40005;1707992190;33720
40005;1707992191;33721
40004;1707992192;33722
40003;1707992193;33723
40004;1707992194;33724
40006;1707992195;33725
40004;1707992196;33726
40003;1707992197;33727
40006;1707992198;33728
40003;1707992199;33729
40004;1707992200;33730
40000;1707992201;33731
40004;1707992202;33732
40004;1707992203;33733
40008;1707992204;33734
40005;1707992205;33735
40005;1707992206;33736
40009;1707992207;33737
40002;1707992208;33738
40002;1707992209;33739
40002;1707992210;33740
40003;1707992211;33741
40004;1707992212;33742
40001;1707992213;33743
40006;1707992214;33744
40007;1707992216;33746
40007;1707992217;33747
40003;1707992218;33748
40007;1707992219;33749
40004;1707992220;33750
40002;1707992221;33751
40005;1707992222;33752
40005;1707992223;33753
40006;1707992224;33754
40001;1707992225;33755
40007;1707992226;33756
40004;1707992227;33757
40009;1707992228;33758
40005;1707992229;33759
40000;1707992230;33760
40006;1707992231;33761
40008;1707992232;33762
40003;1707992233;33763
40002;1707992234;33764
40004;1707992235;33765
40007;1707992236;33766
40008;1707992237;33767
40002;1707992238;33768
40003;1707992239;33769
40006;1707992240;33770
40002;1707992241;33771
40001;1707992242;33772
40005;1707992243;33773
40005;1707992244;33774
40004;1707992245;33775
40006;1707992246;33776
40001;1707992247;33777
40002;1707992248;33778
40008;1707992249;33779
40001;1707992250;33780
40004;1707992251;33781
40005;1707992252;33782
40000;1707992253;33783
40005;1707992254;33784
40009;1707992255;33785
40006;1707992256;33786
40001;1707992257;33787
40007;1707992258;33788
40003;1707992259;33789
40008;1707992260;33790
40004;1707992261;33791
40010;1707992262;33792
40002;1707992263;33793
40002;1707992264;33794
40006;1707992265;33795
40007;1707992266;33796
40005;1707992267;33797
1580;1707992267;33797
40007;1707992268;33798
40002;1707992269;33799
5140;1707992269;33799
40005;1707992270;33800
40005;1707992271;33801
40006;1707992272;33802
40000;1707992273;33803
40006;1707992274;33804
40004;1707992275;33805
3020;1707992276;33806
40011;1707992276;33806
40007;1707992277;33807
40006;1707992278;33808
40004;1707992279;33809
40005;1707992280;33810
40008;1707992281;33811
40002;1707992282;33812
40005;1707992283;33813
40005;1707992284;33814
40004;1707992285;33815
40003;1707992286;33816
40007;1707992287;33817
40006;1707992288;33818
40002;1707992289;33819
40003;1707992290;33820
40002;1707992291;33821
40006;1707992292;33822
40005;1707992293;33823
40002;1707992294;33824
40001;1707992295;33825
40004;1707992296;33826
800;1707992296;33826
40007;1707992297;33827
40006;1707992298;33828
40004;1707992299;33829
40003;1707992300;33830
40006;1707992301;33831
40008;1707992302;33832
40001;1707992303;33833
40002;1707992304;33834
40002;1707992305;33835
40003;1707992306;33836
40005;1707992307;33837
40004;1707992308;33838
40008;1707992309;33839
40003;1707992310;33840
40006;1707992311;33841
40003;1707992312;33842
40005;1707992313;33843
40010;1707992314;33844
40004;1707992315;33845
40002;1707992316;33846
40003;1707992317;33847
40001;1707992318;33848
40004;1707992319;33849
40004;1707992320;33850
40006;1707992321;33851
40006;1707992322;33852
40004;1707992323;33853
40005;1707992324;33854
40003;1707992325;33855
40004;1707992326;33856
40004;1707992327;33857
40002;1707992328;33858
40008;1707992329;33859
40010;1707992330;33860
40004;1707992331;33861
40003;1707992332;33862
40003;1707992333;33863
40003;1707992334;33864
40003;1707992335;33865
40002;1707992336;33866
40009;1707992337;33867
40005;1707992338;33868
40006;1707992339;33869
40008;1707992340;33870
40007;1707992341;33871
40006;1707992342;33872
40003;1707992343;33873
40005;1707992344;33874
40002;1707992345;33875
40002;1707992346;33876
40004;1707992347;33877
40004;1707992348;33878
40004;1707992349;33879
40005;1707992350;33880
40001;1707992351;33881
40002;1707992352;33882
40006;1707992353;33883
40004;1707992354;33884
40007;1707992355;33885
40007;1707992356;33886
40005;1707992357;33887
40005;1707992358;33888
40003;1707992359;33889
40004;1707992360;33890
40009;1707992361;33891
40005;1707992362;33892
40005;1707992363;33893
40005;1707992364;33894
40004;1707992365;33895
40007;1707992366;33896
40008;1707992367;33897
40004;1707992368;33898
40005;1707992369;33899
40002;1707992370;33900
40003;1707992371;33901
40006;1707992372;33902
40007;1707992373;33903
40002;1707992374;33904
40008;1707992375;33905
40008;1707992376;33906
40006;1707992377;33907
40005;1707992378;33908
40005;1707992379;33909
40002;1707992380;33910
40003;1707992381;33911
40003;1707992382;33912
40004;1707992383;33913
40003;1707992384;33914
40009;1707992385;33915
40010;1707992386;33916
40004;1707992387;33917
40012;1707992388;33918
40003;1707992389;33919
40004;1707992390;33920
40003;1707992391;33921
40003;1707992392;33922
40006;1707992393;33923
40005;1707992394;33924
40005;1707992395;33925
40002;1707992396;33926
40005;1707992397;33927
40004;1707992398;33928
40003;1707992399;33929
40008;1707992400;33930
40004;1707992401;33931
40005;1707992402;33932
40003;1707992403;33933
40006;1707992404;33934
40004;1707992405;33935
40003;1707992406;33936
40006;1707992407;33937
40005;1707992408;33938
40006;1707992409;33939
40004;1707992410;33940
40006;1707992411;33941
40005;1707992412;33942
40002;1707992413;33943
40004;1707992414;33944
40004;1707992415;33945
40008;1707992416;33946
40003;1707992417;33947
40005;1707992418;33948
40007;1707992419;33949
40005;1707992420;33950
40002;1707992421;33951
40007;1707992422;33952
40012;1707992423;33953
40004;1707992424;33954
40002;1707992425;33955
40003;1707992426;33956
40001;1707992427;33957
40002;1707992428;33958
40007;1707992429;33959
40005;1707992430;33960
40005;1707992431;33961
40007;1707992432;33962
40002;1707992433;33963
40005;1707992434;33964
40005;1707992435;33965
40004;1707992436;33966
40005;1707992437;33967
40001;1707992438;33968
40006;1707992439;33969
40004;1707992440;33970
40009;1707992441;33971
40002;1707992442;33972
40004;1707992443;33973
40006;1707992444;33974
40002;1707992445;33975
40004;1707992446;33976
40006;1707992447;33977
40001;1707992448;33978
40007;1707992449;33979
40005;1707992450;33980
40004;1707992451;33981
40005;1707992452;33982
40004;1707992453;33983
40003;1707992454;33984
40002;1707992455;33985
40006;1707992456;33986
40005;1707992457;33987
40002;1707992458;33988
40007;1707992459;33989
40003;1707992460;33990
40004;1707992461;33991
40004;1707992462;33992
40002;1707992463;33993
40006;1707992464;33994
40005;1707992465;33995
40004;1707992466;33996
40003;1707992467;33997
40008;1707992468;33998
40005;1707992469;33999
40004;1707992470;34000
40002;1707992471;34001
40004;1707992472;34002
40007;1707992473;34003
40001;1707992474;34004
40006;1707992475;34005
40006;1707992476;34006
40003;1707992477;34007
40006;1707992478;34008
40006;1707992479;34009
40005;1707992480;34010
40004;1707992481;34011
40012;1707992482;34012
40004;1707992483;34013
40005;1707992484;34014
40006;1707992485;34015
40004;1707992486;34016
40003;1707992487;34017
40005;1707992488;34018
40004;1707992489;34019
40011;1707992490;34020
40006;1707992491;34021
40005;1707992492;34022
40002;1707992493;34023
40003;1707992494;34024
40007;1707992495;34025
40006;1707992496;34026
40004;1707992497;34027
40005;1707992498;34028
40004;1707992499;34029
40002;1707992500;34030
40006;1707992501;34031
40005;1707992502;34032
40002;1707992503;34033
40004;1707992504;34034
40005;1707992505;34035
40005;1707992506;34036
40004;1707992507;34037
40008;1707992508;34038
40003;1707992509;34039
40001;1707992510;34040
40001;1707992511;34041
40004;1707992512;34042
40005;1707992513;34043
40007;1707992514;34044
40003;1707992515;34045
40002;1707992516;34046
40003;1707992517;34047
40003;1707992518;34048
40003;1707992519;34049
40008;1707992520;34050
40003;1707992521;34051
40005;1707992522;34052
40003;1707992523;34053
40007;1707992524;34054
40003;1707992525;34055
40003;1707992526;34056
40004;1707992527;34057
440;1707992528;34058
40005;1707992528;34058
40008;1707992529;34059
40002;1707992530;34060
40003;1707992531;34061
40006;1707992532;34062
40004;1707992533;34063
40004;1707992534;34064
40002;1707992535;34065
40005;1707992536;34066
40004;1707992537;34067
40006;1707992538;34068
40003;1707992539;34069
40001;1707992540;34070
40007;1707992541;34071
11600;1707992542;34072
40005;1707992542;34072
40001;1707992543;34073
40002;1707992544;34074
40002;1707992545;34075
40001;1707992546;34076
40006;1707992547;34077
40005;1707992548;34078
40003;1707992549;34079
40008;1707992550;34080
40005;1707992551;34081
40003;1707992552;34082
40003;1707992553;34083
40003;1707992554;34084
40012;1707992555;34085
40009;1707992556;34086
40004;1707992557;34087
40001;1707992558;34088
40005;1707992559;34089
40005;1707992560;34090
40008;1707992561;34091
40006;1707992562;34092
40008;1707992563;34093
40004;1707992564;34094
40004;1707992565;34095
40007;1707992566;34096
40004;1707992567;34097
40006;1707992568;34098
40003;1707992569;34099
40006;1707992570;34100
40003;1707992571;34101
40005;1707992572;34102
40004;1707992573;34103
40009;1707992574;34104
40004;1707992575;34105
1140;1707992576;34106
40005;1707992576;34106
40006;1707992577;34107
40006;1707992578;34108
40006;1707992579;34109
40007;1707992580;34110
40005;1707992581;34111
40004;1707992582;34112
40004;1707992583;34113
40004;1707992584;34114
40005;1707992585;34115
40004;1707992586;34116
40004;1707992587;34117
40008;1707992588;34118
40003;1707992589;34119
40001;1707992590;34120
40003;1707992591;34121
40005;1707992592;34122
40001;1707992593;34123
40004;1707992594;34124
40006;1707992595;34125
40010;1707992596;34126
40003;1707992597;34127
40002;1707992598;34128
40004;1707992599;34129
40008;1707992600;34130
40012;1707992601;34131
40007;1707992602;34132
40002;1707992603;34133
40007;1707992604;34134
40002;1707992605;34135
40007;1707992606;34136
40002;1707992607;34137
40004;1707992608;34138
40005;1707992609;34139
40006;1707992610;34140
40008;1707992611;34141
40003;1707992612;34142
40003;1707992613;34143
40006;1707992614;34144
40003;1707992615;34145
40002;1707992617;34147
40004;1707992618;34148
40002;1707992619;34149
40006;1707992620;34150
40002;1707992621;34151
40007;1707992622;34152
40006;1707992623;34153
40006;1707992624;34154
40002;1707992625;34155
40003;1707992626;34156
40009;1707992627;34157
40005;1707992628;34158
40005;1707992629;34159
40003;1707992630;34160
40005;1707992631;34161
40005;1707992632;34162
4000;1707992632;34162
40005;1707992633;34163
40005;1707992634;34164
40002;1707992635;34165
40003;1707992636;34166
40008;1707992637;34167
40007;1707992638;34168
40005;1707992639;34169
40009;1707992640;34170
40004;1707992641;34171
40008;1707992642;34172
40005;1707992643;34173
40004;1707992644;34174
40004;1707992645;34175
40005;1707992646;34176
40000;1707992647;34177
40006;1707992648;34178
40008;1707992649;34179
40002;1707992650;34180
40001;1707992651;34181
40006;1707992652;34182
40008;1707992653;34183
40005;1707992654;34184
40003;1707992655;34185
40003;1707992656;34186
40009;1707992657;34187
40004;1707992658;34188
40003;1707992659;34189
40006;1707992660;34190
40002;1707992661;34191
40006;1707992662;34192
40004;1707992663;34193
40007;1707992664;34194
40005;1707992665;34195
40007;1707992666;34196
40007;1707992667;34197
40006;1707992668;34198
220;1707992668;34198
40004;1707992669;34199
40005;1707992670;34200
40006;1707992671;34201
40004;1707992672;34202
40006;1707992673;34203
40004;1707992674;34204
40004;1707992675;34205
40006;1707992676;34206
40004;1707992677;34207
40008;1707992678;34208
40003;1707992679;34209
40003;1707992680;34210
40003;1707992681;34211
1460;1707992682;34212
40011;1707992682;34212
40004;1707992683;34213
40004;1707992684;34214
40004;1707992685;34215
40003;1707992686;34216
40006;1707992687;34217
40009;1707992688;34218
40004;1707992689;34219
40007;1707992690;34220
40003;1707992691;34221
40001;1707992692;34222
40008;1707992693;34223
40001;1707992694;34224
40002;1707992695;34225
40014;1707992696;34226
40004;1707992697;34227
40005;1707992698;34228
40000;1707992699;34229
40004;1707992700;34230
40004;1707992701;34231
40002;1707992702;34232
40004;1707992703;34233
40006;1707992704;34234
40005;1707992705;34235
40003;1707992706;34236
40005;1707992707;34237
40007;1707992708;34238
40002;1707992709;34239
40004;1707992710;34240
40001;1707992711;34241
40008;1707992712;34242
40003;1707992713;34243
40009;1707992714;34244
40006;1707992715;34245
40004;1707992716;34246
40002;1707992717;34247
40006;1707992718;34248
40005;1707992719;34249
40004;1707992720;34250
40003;1707992721;34251
40001;1707992722;34252
40006;1707992723;34253
40003;1707992724;34254
40003;1707992725;34255
40008;1707992726;34256
40006;1707992727;34257
900;1707992727;34257
40005;1707992728;34258
40003;1707992729;34259
40004;1707992730;34260
40006;1707992731;34261
40005;1707992732;34262
40004;1707992733;34263
780;1707992733;34263
40004;1707992734;34264
40009;1707992735;34265
40005;1707992736;34266
40004;1707992737;34267
40002;1707992738;34268
40001;1707992739;34269
40002;1707992740;34270
4380;1707992741;34271
40008;1707992741;34271
40006;1707992742;34272
40005;1707992743;34273
40006;1707992744;34274
40008;1707992745;34275
40001;1707992746;34276
40002;1707992747;34277
40005;1707992748;34278
40002;1707992749;34279
40004;1707992750;34280
40004;1707992751;34281
40003;1707992752;34282
40003;1707992753;34283
40005;1707992754;34284
40003;1707992755;34285
40008;1707992756;34286
40008;1707992757;34287
40005;1707992758;34288
40004;1707992759;34289
40003;1707992760;34290
40007;1707992761;34291
40004;1707992762;34292
40007;1707992763;34293
40010;1707992764;34294
40003;1707992765;34295
40004;1707992766;34296
40002;1707992767;34297
40010;1707992768;34298
40005;1707992769;34299
3700;1707992769;34299
40009;1707992770;34300
40006;1707992771;34301
40001;1707992772;34302
40005;1707992773;34303
40006;1707992774;34304
40000;1707992775;34305
40005;1707992776;34306
40002;1707992777;34307
40008;1707992778;34308
40005;1707992779;34309
40005;1707992780;34310
40005;1707992781;34311
40006;1707992782;34312
40001;1707992783;34313
40003;1707992784;34314
40002;1707992785;34315
40006;1707992786;34316
40004;1707992787;34317
40007;1707992788;34318
40002;1707992789;34319
40005;1707992790;34320
40005;1707992791;34321
40004;1707992792;34322
40003;1707992793;34323
40003;1707992794;34324
40006;1707992795;34325
40006;1707992796;34326
40011;1707992797;34327
40004;1707992798;34328
40003;1707992799;34329
40002;1707992800;34330
40005;1707992801;34331
40000;1707992802;34332
40007;1707992803;34333
40001;1707992804;34334
40006;1707992805;34335
40002;1707992806;34336
40005;1707992807;34337
40005;1707992808;34338
40003;1707992809;34339
40007;1707992810;34340
40005;1707992811;34341
40002;1707992812;34342
40004;1707992813;34343
40006;1707992814;34344
40007;1707992815;34345
40006;1707992816;34346
40004;1707992817;34347
40007;1707992818;34348
40005;1707992819;34349
40004;1707992820;34350
40003;1707992821;34351
40002;1707992822;34352
40006;1707992823;34353
40000;1707992824;34354
40004;1707992825;34355
40005;1707992826;34356
40005;1707992827;34357
40005;1707992828;34358
40006;1707992829;34359
3140;1707992830;34360
40002;1707992830;34360
40004;1707992831;34361
40010;1707992832;34362
40009;1707992833;34363
40004;1707992834;34364
40003;1707992835;34365
40007;1707992836;34366
40010;1707992837;34367
40008;1707992838;34368
40006;1707992839;34369
40003;1707992840;34370
40007;1707992841;34371
40006;1707992842;34372
40003;1707992843;34373
40004;1707992844;34374
40006;1707992845;34375
40003;1707992846;34376
40002;1707992847;34377
40003;1707992848;34378
40005;1707992849;34379
40002;1707992850;34380
40003;1707992851;34381
40001;1707992852;34382
40001;1707992853;34383
40002;1707992854;34384
40003;1707992855;34385
40004;1707992856;34386
40001;1707992857;34387
40004;1707992858;34388
40003;1707992859;34389
40004;1707992860;34390
40008;1707992861;34391
40003;1707992862;34392
40011;1707992863;34393
40002;1707992864;34394
40003;1707992865;34395
40004;1707992866;34396
40005;1707992867;34397
40006;1707992868;34398
40007;1707992869;34399
40002;1707992870;34400
40005;1707992871;34401
40002;1707992872;34402
40004;1707992873;34403
40002;1707992874;34404
40001;1707992875;34405
40005;1707992876;34406
40008;1707992877;34407
40004;1707992878;34408
40005;1707992879;34409
40006;1707992880;34410
40004;1707992881;34411
40004;1707992882;34412
40006;1707992883;34413
40008;1707992884;34414
1060;1707992884;34414
40005;1707992885;34415
40006;1707992886;34416
40003;1707992887;34417
40007;1707992888;34418
40007;1707992889;34419
40003;1707992890;34420
40002;1707992891;34421
40005;1707992892;34422
40003;1707992893;34423
40002;1707992894;34424
40003;1707992895;34425
40005;1707992896;34426
40006;1707992897;34427
40011;1707992898;34428
40005;1707992899;34429
40004;1707992900;34430
40007;1707992901;34431
40003;1707992902;34432
40004;1707992903;34433
40002;1707992904;34434
40008;1707992905;34435
40005;1707992906;34436
40007;1707992907;34437
40006;1707992908;34438
40007;1707992909;34439
40007;1707992910;34440
40004;1707992911;34441
40003;1707992912;34442
40004;1707992913;34443
40006;1707992914;34444
40004;1707992915;34445
40005;1707992916;34446
40007;1707992917;34447
40004;1707992918;34448
40004;1707992919;34449
40003;1707992920;34450
40001;1707992921;34451
40003;1707992922;34452
40003;1707992923;34453
40005;1707992924;34454
40002;1707992925;34455
40003;1707992926;34456
40005;1707992927;34457
40004;1707992928;34458
40004;1707992929;34459
40006;1707992930;34460
3400;1707992931;34461
40004;1707992931;34461
40004;1707992932;34462
40007;1707992933;34463
40004;1707992934;34464
40003;1707992935;34465
40004;1707992936;34466
40003;1707992937;34467
40003;1707992938;34468
40000;1707992939;34469
40006;1707992940;34470
40005;1707992941;34471
40009;1707992942;34472
40003;1707992943;34473
40007;1707992944;34474
40003;1707992945;34475
40004;1707992946;34476
40008;1707992947;34477
40002;1707992948;34478
40002;1707992949;34479
40005;1707992950;34480
40008;1707992951;34481
40007;1707992952;34482
40004;1707992953;34483
40005;1707992954;34484
40005;1707992955;34485
40002;1707992956;34486
40004;1707992957;34487
40008;1707992958;34488
40005;1707992959;34489
40007;1707992960;34490
40003;1707992961;34491
40003;1707992962;34492
40005;1707992963;34493
40003;1707992964;34494
40004;1707992965;34495
40003;1707992966;34496
40004;1707992967;34497
40009;1707992968;34498
40006;1707992969;34499
40006;1707992970;34500
40004;1707992971;34501
40008;1707992972;34502
40003;1707992973;34503
40004;1707992974;34504
40008;1707992975;34505
40005;1707992976;34506
40006;1707992977;34507
40006;1707992978;34508
40005;1707992979;34509
40003;1707992980;34510
40004;1707992981;34511
